Population,Children,Age,Income,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,TechSupport,Tenure,MonthlyCharge,Gender_Male,Gender_Nonbinary,Techie_TechSupport
4501,1,81,21744.9,0,13.57113,11,3,0,0,1,56.35945,152.4742,False,False,0
12658,2,54,11428.5,0,13.27513,8,0,0,1,0,60.42123,262.6106,False,False,0
2998,6,27,52554.28,0,13.71759,10,0,1,0,1,62.99218,197.4702,True,False,0
8013,2,63,44090.16,1,5.157802,11,2,0,1,0,69.13848,265.1283,True,False,0
36731,1,50,23963.76,0,9.43864,12,2,2,0,1,69.14112,159.9656,False,False,0
55737,3,35,11581.26,0,8.457924,12,1,1,0,1,59.6819,182.4538,True,False,0
511,3,40,66746.67,0,9.889878,11,0,1,0,0,57.5331,162.497,True,False,0
2540,2,54,19694.03,0,12.43606,11,2,0,0,0,58.19535,214.9663,True,False,0
1076,0,54,133882.2,0,9.638066,12,1,1,0,0,71.81157,92.45514,True,False,0
24878,2,43,66377.96,0,13.38995,15,0,0,0,1,69.38285,290.1604,True,False,0
321,1,21,52047.29,0,11.98224,11,1,0,0,0,42.72759,184.9634,True,False,0
13111,1,70,9763.48,0,12.29021,12,2,0,0,0,59.78343,157.4836,True,False,0
49664,1,61,32917.43,0,9.698275,11,1,0,0,0,55.47116,129.9621,True,False,0
18813,0,43,21232.67,0,13.07612,9,2,1,1,1,68.08911,257.6375,True,False,1
770,4,76,13741.46,0,13.84188,11,1,0,0,0,69.26448,182.4608,True,False,0
10896,3,61,16422.53,0,7.206179,14,0,0,0,0,58.09125,137.4686,False,False,0
33769,2,19,70118.45,0,11.59568,7,1,0,0,1,44.34553,124.9643,False,False,0
1144,0,24,65243.76,0,10.70987,7,1,0,1,1,66.52106,182.447,False,False,1
4767,1,40,42683.49,0,9.142933,10,3,1,0,0,47.98669,137.4836,False,False,0
3853,7,62,38449.96,0,13.199,13,1,1,0,0,60.4093,242.6281,False,False,0
325,0,72,8483.31,0,10.91228,7,1,0,0,1,53.84369,159.9512,True,False,0
890,1,33,43012.79,0,8.915991,13,4,0,0,1,68.32356,192.4567,False,False,0
240,7,18,17706.8,0,6.801333,4,2,1,1,0,68.17457,149.9598,True,False,0
2019,2,29,50426.29,0,11.69924,11,1,1,0,0,64.88325,139.9816,True,False,0
990,1,45,50055.6,0,10.63783,14,2,1,0,0,59.34372,190.127,True,False,0
1554,2,89,22562.87,0,8.499512,10,0,0,0,1,64.95682,152.4742,False,False,0
504,1,43,36615.8,0,4.522419,11,1,0,0,1,60.11069,132.466,False,False,0
18937,6,26,25683.2,0,11.20259,17,0,0,1,0,70.08722,149.9598,True,False,0
2707,6,44,53049.26,0,10.66709,14,3,1,1,0,70.43382,232.652,False,False,0
86421,3,83,58718.7,0,8.750299,10,1,1,1,0,51.95478,167.4564,False,False,0
155,3,52,65414.02,0,14.15375,9,0,0,0,0,69.30597,162.4526,True,False,0
5582,0,67,15895.16,0,11.36647,16,2,1,0,1,70.84512,200.1185,True,False,0
6803,2,31,21071.67,0,11.09958,12,0,1,1,0,43.55176,204.9634,True,False,0
90,0,19,21316.31,0,12.89776,12,0,0,0,0,67.70921,187.656,False,False,0
12404,9,38,48979.76,0,5.966001,11,0,0,1,0,70.60477,107.4958,False,False,0
13443,2,56,32105.56,0,7.467531,10,2,1,1,1,62.03353,182.447,False,False,1
1257,4,87,25773.41,0,8.028689,13,2,0,0,0,65.26702,162.4526,True,False,0
4242,3,57,42171.95,1,11.04409,10,2,2,0,1,38.56823,232.624,False,False,0
3748,1,35,52473.97,0,9.405701,6,0,0,0,0,63.25532,159.965,False,False,0
3730,0,35,51204.25,0,9.800567,11,1,0,0,0,54.03362,179.9794,True,False,0
78,0,72,38268.0,0,3.559159,11,2,0,0,0,57.53786,114.9658,True,False,0
16545,2,54,81472.37,0,12.52708,16,1,2,0,0,46.26476,137.4836,False,False,0
1371,2,60,5378.77,0,10.30129,14,0,0,0,0,42.38378,124.9607,False,False,0
21854,0,51,55977.42,0,5.357361,14,2,0,0,1,55.64232,194.9992,False,False,0
561,2,56,8357.33,0,6.072944,12,1,0,0,0,52.62406,147.4713,True,False,0
7842,3,75,75523.18,0,12.56271,16,0,0,0,1,61.50384,194.9699,False,False,0
35840,0,52,81042.06,0,13.05951,12,2,1,0,0,70.24155,117.4686,False,False,0
554,4,77,9926.73,0,8.216317,6,0,0,1,0,60.06802,152.4624,False,False,0
3085,0,72,16352.29,0,11.51984,12,1,0,0,0,58.45536,172.4871,False,False,0
27618,2,44,22827.74,0,5.802821,12,3,1,0,0,66.005,147.4421,True,False,0
1663,1,59,79543.27,0,10.68081,14,0,0,0,1,68.13863,172.5104,True,False,0
42442,0,57,47148.85,0,6.063015,10,3,2,0,0,55.18855,149.9621,False,False,0
101,0,74,58425.91,0,10.92195,10,4,0,0,0,61.55321,182.4676,True,False,0
10614,3,42,50680.38,0,10.88315,7,1,0,0,0,63.10955,214.9663,False,False,0
1548,0,85,77701.41,0,11.08445,14,0,0,0,1,68.1253,117.5015,False,False,0
18216,6,66,21122.58,0,14.63487,13,2,0,1,0,56.46995,182.4433,False,False,0
1799,1,26,17383.96,0,8.585681,9,0,1,0,0,58.76836,127.4783,True,False,0
10810,3,74,26631.34,0,14.30256,16,1,0,0,1,42.93159,179.9656,False,False,0
249,0,27,23589.3,0,10.77653,13,2,0,0,0,68.06711,182.4433,True,False,0
2263,1,45,83931.89,0,7.552561,9,3,0,0,0,57.7129,182.4433,False,False,0
3003,4,75,59169.0,0,8.338944,11,0,0,0,1,66.39976,107.5286,False,False,0
1740,1,35,124025.1,0,11.01748,10,3,0,0,0,71.74779,162.4608,True,False,0
10347,1,52,14947.95,0,10.6233,13,2,2,1,0,62.94622,117.4392,False,False,0
3818,2,61,43769.04,0,9.77871,18,1,0,0,1,62.83882,204.9496,False,False,0
52322,3,23,18662.94,0,10.81617,9,0,1,0,1,68.56426,172.4885,False,False,0
81,0,22,65714.5,0,8.229441,9,1,0,0,0,65.86739,152.4555,True,False,0
1572,0,54,58015.98,0,13.98326,17,2,1,0,1,64.11078,139.9512,False,False,0
2220,0,59,31686.42,0,8.248608,12,1,0,0,0,66.49134,159.9349,True,False,0
674,1,79,40380.17,0,5.274568,16,0,0,0,1,64.4649,184.9496,False,False,0
609,0,86,23896.88,0,12.94323,12,0,1,0,1,61.02337,142.4689,False,False,0
2148,2,24,16895.16,1,12.17679,10,4,0,0,0,57.13562,162.4676,False,False,0
4759,1,74,56878.64,0,9.237631,15,0,0,0,0,64.11518,144.9607,False,False,0
3817,0,45,3706.93,0,6.526612,12,0,1,0,0,60.45725,159.9642,True,False,0
942,3,78,24242.34,0,10.71465,8,0,2,1,1,52.27007,140.0342,True,False,1
618,0,50,87724.62,1,9.874503,19,1,0,0,0,71.15704,187.6094,True,False,0
269,2,27,31230.32,0,13.3572,18,0,1,0,0,55.62125,134.9801,False,False,0
14208,1,48,12381.51,0,9.410183,15,1,0,0,0,57.85206,169.9447,False,False,0
57344,4,72,28057.62,0,11.32477,14,0,0,0,1,45.59554,162.4833,True,False,0
1708,5,87,22554.36,0,13.05931,9,0,3,0,0,69.03568,182.4608,True,False,0
193,2,82,102504.9,0,9.470361,17,3,0,0,1,64.63983,142.4713,True,False,0
170,0,33,22684.9,0,9.647247,10,2,0,0,0,62.96668,169.9671,True,False,0
999,1,39,53645.56,0,7.796747,13,0,0,1,0,67.72095,130.0064,True,False,0
3867,3,22,19406.97,0,15.21903,14,0,1,0,1,53.26798,220.1185,False,False,0
16514,3,56,19011.49,0,9.795444,13,0,0,0,0,69.71587,95.01949,False,False,0
61258,0,86,26961.29,0,10.7334,12,1,0,0,0,66.62187,187.656,False,False,0
73,3,51,68142.47,0,14.79622,10,2,0,0,0,65.22868,117.4686,True,False,0
2350,2,81,47545.74,0,13.85495,7,2,0,0,1,43.84471,152.4907,False,False,0
130,4,22,26278.08,0,11.43714,11,2,1,0,1,40.35276,149.9776,True,False,0
227,3,64,10173.37,0,11.99407,13,1,0,0,0,60.22003,162.5119,True,False,0
5161,0,77,81600.16,0,10.93666,10,1,0,0,0,42.31348,202.65,False,False,0
1691,1,60,115783.2,0,11.06748,11,1,0,0,0,44.9964,242.6281,True,False,0
28176,4,50,58263.78,0,13.87646,15,2,2,0,0,39.1518,137.4686,False,False,0
250,0,79,17065.63,0,8.631965,8,1,2,1,0,66.47977,242.6573,True,False,0
8205,3,48,34918.56,0,9.781826,9,2,1,0,0,43.13392,147.4421,False,False,0
4880,0,27,89539.21,0,7.402994,19,2,0,0,0,69.97948,139.965,True,False,0
481,2,66,79746.71,0,11.86458,11,2,1,0,0,67.86091,159.965,False,False,0
27551,1,46,32491.4,0,3.536018,7,2,0,1,1,68.88402,159.983,False,False,1
631,6,28,7736.99,0,10.94689,12,0,0,0,0,60.96581,245.1457,False,False,0
1829,2,36,30967.78,0,8.86894,12,0,0,0,0,56.19888,179.9476,True,False,0
9286,4,63,51589.54,0,8.267266,13,0,1,0,0,45.63215,169.9447,True,False,0
3579,1,22,43646.08,0,8.257424,8,1,1,0,0,65.36253,114.9976,False,False,0
8826,0,44,10737.28,0,10.39268,10,0,1,0,0,58.04214,182.4608,False,False,0
31331,1,23,60985.79,0,6.861589,15,2,0,0,0,55.83342,104.9923,False,False,0
7890,1,22,34599.01,0,10.36494,10,1,0,0,1,66.60157,107.5286,False,False,0
42042,3,88,22354.8,0,10.55487,13,2,0,0,0,57.94661,117.4858,False,False,0
2394,0,31,78588.29,0,9.789482,10,0,1,0,0,65.04127,147.4783,True,False,0
108,3,49,7611.79,0,10.6443,11,0,0,1,1,68.96214,194.9699,False,False,1
53866,1,84,71546.23,0,7.446688,15,1,0,0,1,48.29423,194.9525,True,False,0
70,2,61,19367.11,0,14.0923,11,1,0,0,0,67.13199,152.5022,False,False,0
2413,3,58,101681.0,0,8.968992,14,0,0,0,1,65.93881,149.9707,True,False,0
6463,0,49,49882.12,0,7.896736,12,2,0,1,1,66.88716,184.9647,True,False,1
139,1,78,83480.73,0,7.201881,10,1,1,0,1,62.87863,275.1198,False,False,0
8596,0,43,6993.43,0,4.757981,14,1,2,0,0,57.69823,192.4404,True,False,0
1071,3,46,50320.87,0,12.05332,11,3,0,0,0,56.1721,104.9781,False,False,0
1430,1,60,47529.36,0,6.407893,16,1,0,1,1,36.33047,220.1185,True,False,1
16690,0,77,10924.25,0,8.042615,16,0,1,0,0,66.76266,162.497,True,False,0
1640,1,35,39473.86,0,9.761578,9,1,0,0,0,61.78097,92.5018,False,False,0
1095,5,44,23545.0,0,10.47234,9,1,1,0,1,50.64337,235.1417,False,False,0
1074,4,73,34142.96,0,8.636125,10,2,1,0,0,55.6096,159.965,True,False,0
4710,1,55,13556.03,0,8.981202,12,0,1,0,1,70.82774,114.9838,True,False,0
2609,9,66,37173.93,0,12.23589,15,0,0,0,0,70.03383,172.4579,False,False,0
27872,4,27,48630.21,0,11.7323,10,1,0,1,0,70.44382,225.1457,True,False,0
25916,0,30,77120.37,0,8.284128,8,0,0,0,1,59.79789,160.0122,True,False,0
1489,3,35,30716.0,0,8.898893,17,0,0,1,0,70.79817,134.9801,False,False,0
8965,0,35,22692.45,0,12.29288,17,0,0,0,0,69.39989,137.4686,False,True,0
543,2,88,29013.48,0,8.996603,14,0,1,1,0,48.91992,159.9794,False,False,0
3150,2,47,61090.01,0,12.93879,13,1,0,0,0,70.8043,202.4433,False,False,0
10836,3,19,71151.05,0,11.80935,7,1,0,0,0,47.12803,175.1331,True,False,0
2926,0,39,48646.01,0,2.853094,14,0,0,0,1,68.74835,214.9525,True,False,0
443,2,48,33547.8,0,14.1344,15,2,0,0,1,70.69523,144.9889,True,False,0
5111,2,85,26849.1,0,8.90599,12,0,0,0,0,67.44839,149.9913,True,False,0
1231,4,62,117468.7,0,11.32791,7,1,0,0,0,66.37037,169.9447,False,False,0
189,1,47,67730.58,0,12.41387,11,3,0,1,0,68.63397,112.4844,True,False,0
19942,0,48,23856.64,0,11.9811,6,2,0,0,0,54.57985,210.1518,True,False,0
2099,4,54,31318.14,0,14.79008,14,0,0,0,1,58.33853,207.4754,False,False,0
32489,2,70,53719.81,0,10.54,11,0,0,0,1,70.24121,242.6143,True,False,0
2963,0,36,30140.83,0,14.50243,10,1,1,0,0,66.52549,174.9755,False,False,0
3185,0,81,78147.45,0,7.235135,14,1,2,0,1,65.58524,174.9919,True,False,0
108,1,37,15054.79,0,11.97978,15,0,0,0,0,59.18664,177.6508,False,False,0
1666,0,23,18533.9,0,6.565787,10,0,0,0,0,71.56031,187.6094,False,False,0
1523,0,65,50030.0,0,8.91326,11,1,0,0,0,48.63475,134.9509,True,False,0
163,4,66,31965.59,0,10.30846,4,1,0,0,0,60.52344,207.4811,False,False,0
256,1,80,25262.27,0,13.48689,15,1,0,0,0,66.62886,225.1457,False,False,0
32269,1,29,73130.43,0,7.226781,6,2,0,0,0,54.53805,225.1457,True,False,0
16192,2,28,20255.71,0,13.91396,8,3,0,0,1,56.50306,217.4725,False,False,0
10928,4,20,39794.55,0,4.676722,13,1,0,1,1,69.1405,159.983,False,False,1
206,4,53,12741.44,0,8.256443,14,0,0,0,1,65.89807,149.9778,True,False,0
9575,2,28,15824.51,0,6.67582,20,1,0,0,0,43.92326,169.9671,True,False,0
13168,1,80,49761.98,0,7.917411,11,2,0,0,0,60.1246,124.9781,True,False,0
3583,0,82,14677.91,0,3.948332,14,2,3,0,1,61.19612,149.9483,True,False,0
737,1,60,81459.82,0,9.226143,17,0,0,0,0,56.02685,204.961,True,False,0
35028,3,46,32486.19,0,4.496397,20,1,0,0,0,70.60728,114.9509,False,False,0
3576,1,86,67676.16,0,7.744833,7,1,0,0,1,70.09961,124.9643,True,False,0
1257,5,29,8472.46,0,9.464164,12,1,0,0,1,63.49131,119.9897,False,False,0
172,2,86,39513.49,1,11.42905,9,2,0,0,1,48.05636,237.6549,False,False,0
1817,0,45,38444.93,1,11.81019,13,0,1,0,0,66.78494,257.6513,False,False,0
1349,0,50,45617.43,0,9.342874,13,0,0,0,1,69.70806,144.9889,True,False,0
1482,6,25,19091.9,0,8.036878,12,0,0,1,0,52.75131,202.4433,False,False,0
9899,0,44,31656.24,1,11.49427,11,1,1,0,0,38.25714,220.1149,True,False,0
2746,1,36,68597.31,0,8.631911,10,1,0,0,0,53.90195,92.45514,True,False,0
3400,3,82,16779.7,0,12.73028,15,2,0,0,1,71.85743,204.9797,True,False,0
11590,1,28,62116.37,0,10.79056,8,2,0,0,0,71.14976,129.9598,True,False,0
308,0,85,66830.17,0,11.14088,13,3,1,1,0,51.38208,112.4551,True,False,0
3111,6,75,37487.92,0,9.709427,9,0,0,1,0,71.63589,139.9792,True,False,0
23256,0,59,17485.75,0,11.0827,15,3,0,0,0,67.12744,137.4686,True,False,0
13587,0,85,34934.2,0,10.29117,13,1,1,0,1,70.04427,220.1185,True,False,0
4575,2,86,31528.93,0,6.725939,16,1,1,0,0,56.94052,114.9658,True,False,0
1292,2,24,32397.32,0,6.88069,8,1,0,0,0,60.88815,210.1051,False,False,0
25059,4,51,18357.76,0,16.95979,11,2,1,0,1,43.15974,149.9707,True,False,0
578,0,86,45972.59,0,4.674749,8,1,1,0,0,59.67012,194.9663,True,False,0
8223,1,52,43111.98,0,13.8139,17,1,0,0,0,56.37072,172.4579,False,False,0
284,0,62,96442.41,0,8.228501,13,1,0,0,0,43.34462,210.1051,False,False,0
4917,3,25,3110.21,0,10.27024,18,1,0,0,0,55.54569,92.45514,False,False,0
76811,0,55,79012.74,1,15.36673,13,0,1,0,0,56.08334,232.6378,True,False,0
16079,10,22,40272.14,0,2.500164,11,1,1,0,1,64.83209,242.6143,True,False,0
2578,3,61,32328.76,0,6.827054,8,0,1,1,1,41.63772,127.4601,False,False,1
4158,4,51,57253.42,0,17.70257,12,0,0,0,0,63.25058,159.9476,False,False,0
12,3,46,14512.74,0,8.270887,8,3,1,1,1,60.2958,197.4725,False,False,1
5820,4,52,28601.03,0,8.426639,12,0,0,0,1,71.89739,194.9699,False,False,0
8778,1,50,9448.7,0,8.427358,13,0,0,0,0,64.43912,107.4806,False,False,0
1690,3,41,23258.47,0,11.9543,5,1,1,0,1,66.27571,169.9928,False,False,0
1875,2,18,56747.02,0,6.715067,11,2,0,0,1,68.6663,194.9768,False,False,0
253,4,62,17765.33,0,7.951853,13,0,0,0,1,57.857,245.132,True,False,0
6585,7,18,47760.0,0,7.883202,20,0,1,0,0,69.87869,127.4958,False,False,0
900,2,36,74831.53,0,10.50752,14,2,0,0,1,71.61852,132.466,False,True,0
3080,2,89,49328.41,0,5.231391,13,0,0,1,0,70.42655,137.4686,False,False,0
2285,0,88,44678.29,0,7.22888,10,0,1,0,0,54.44532,217.484,False,False,0
78,2,20,139625.0,0,8.779013,10,2,2,1,0,67.5801,104.9629,False,False,0
1393,0,82,28571.57,0,13.52972,16,0,1,0,1,70.13699,169.9928,False,False,0
1719,1,18,22633.17,0,11.01719,14,0,1,0,0,69.66427,182.49,False,False,0
3519,1,18,46074.13,0,13.31621,10,0,0,0,0,65.11213,139.965,True,False,0
517,0,81,11922.83,0,11.22579,17,2,0,0,1,68.21625,177.4945,True,False,0
27314,4,56,118070.7,0,12.03852,17,0,0,0,0,68.3428,157.4836,False,False,0
3812,2,70,61779.92,0,11.40578,12,2,0,0,0,61.079,240.1149,False,False,0
798,0,39,23584.17,0,11.25072,13,2,0,0,1,46.83595,235.1591,False,False,0
3899,0,88,105739.9,0,12.27912,11,0,0,0,0,38.47721,192.4404,False,False,0
14970,1,81,42859.18,0,3.590889,13,0,0,0,1,71.34241,207.4974,False,False,0
121,2,88,26458.72,0,16.47135,14,1,0,1,1,55.78809,195.0062,False,False,1
780,1,18,3609.96,0,13.15279,15,4,0,1,1,65.82346,197.4725,False,False,1
22103,0,63,73510.62,0,6.722093,12,2,1,0,1,71.19605,182.447,True,False,0
3406,1,79,91660.43,0,6.623761,14,1,1,0,0,66.66853,194.9882,False,False,0
551,2,74,95188.95,0,1.144796,12,1,1,0,1,69.71148,174.9699,False,False,0
1956,0,60,12508.6,0,11.34316,10,0,0,0,0,61.343,102.4746,False,False,0
931,0,37,17844.86,0,10.75093,15,1,1,0,0,65.21612,149.9447,True,False,0
17587,3,83,68691.4,0,10.07105,18,0,0,0,0,51.73474,104.9629,True,False,0
3586,7,33,22736.7,0,5.208557,12,1,1,0,0,61.51103,127.4421,True,False,0
29516,8,29,26894.62,0,9.850004,11,0,1,0,1,59.11522,139.9875,True,False,0
4709,2,50,16581.24,0,14.114,10,0,1,0,1,64.7835,204.9496,False,False,0
21202,0,88,73321.99,0,6.674947,12,2,0,0,0,61.04909,112.4844,False,False,0
471,1,79,35090.13,0,10.35475,10,0,0,0,0,70.95891,172.4579,False,False,0
429,2,80,81884.76,0,10.18103,20,2,0,1,0,61.03116,94.97283,False,False,0
60,0,30,12942.35,0,9.110263,10,2,1,0,0,61.19712,139.9568,True,False,0
439,3,57,31641.16,0,8.53421,14,0,0,1,1,66.82276,152.4742,False,False,1
58167,3,53,30788.59,0,8.280749,10,2,0,0,0,52.61618,217.484,True,False,0
38406,2,86,11290.41,0,7.195648,14,1,2,0,0,66.85896,230.1051,False,False,0
25463,1,86,8206.64,0,9.211292,11,0,0,0,1,63.43629,159.9875,True,False,0
4143,1,41,31003.14,0,13.54783,16,0,1,0,0,59.65149,129.9598,True,False,0
359,1,18,31018.0,0,14.31794,11,0,0,0,0,66.50164,117.4392,True,False,0
2306,1,85,66002.64,0,10.46147,11,1,0,0,1,63.64488,197.4725,False,False,0
640,1,18,34786.58,0,10.76073,15,1,0,0,1,49.26311,162.4833,False,False,0
29223,1,79,11314.53,0,11.26526,10,1,1,0,1,67.07059,194.9699,True,False,0
728,2,58,39103.7,0,3.597954,17,2,0,0,1,43.6544,159.9512,False,False,0
22925,0,77,12804.72,0,13.26049,12,2,2,0,1,71.14613,202.6362,True,False,0
467,3,88,9931.18,1,11.32031,12,2,1,1,1,41.71275,184.9797,False,False,1
5385,2,29,57966.56,0,14.13216,15,1,0,0,1,41.22287,212.6557,True,False,0
5005,10,55,66610.31,0,2.081733,16,0,0,0,0,70.85741,144.9607,True,False,0
9391,1,47,29809.62,0,13.88548,12,1,1,0,0,64.21579,207.6386,True,False,0
521,2,69,18825.6,0,11.13755,5,0,0,0,0,55.93837,114.9509,False,False,0
3522,0,40,38077.09,0,12.63262,15,0,0,1,0,69.14122,197.6288,True,False,0
65853,0,46,21391.79,0,10.50442,13,0,0,0,0,63.73521,92.45514,False,False,0
26616,2,44,28426.39,0,11.44366,13,0,0,0,1,44.14519,172.4567,False,False,0
32929,0,39,18759.25,0,11.73,12,2,0,0,0,54.23845,125.0073,True,False,0
3691,0,67,50896.56,0,13.93819,11,4,0,1,0,70.31689,139.965,False,False,0
46087,3,49,9231.72,0,4.92679,12,0,0,0,0,58.71889,127.4421,True,False,0
1061,0,48,59746.04,0,8.245576,13,2,0,0,0,63.22024,220.1149,True,False,0
9908,4,72,42676.34,0,9.026579,14,0,0,0,0,66.37863,114.9658,True,False,0
3526,3,62,47626.87,0,14.30092,13,2,0,0,0,44.13783,95.01949,True,False,0
5182,3,63,61481.0,0,11.45306,9,0,0,0,0,70.8569,139.965,False,False,0
3414,8,52,18849.08,0,9.651067,10,0,0,0,0,59.97805,169.9447,True,False,0
40337,1,20,63533.6,0,16.74428,15,0,0,0,0,71.52177,202.4433,True,False,0
1106,4,26,38151.92,0,8.426701,14,0,1,0,0,59.33894,197.484,False,False,0
39698,6,65,22606.89,0,8.284685,13,2,1,0,0,63.411,157.4836,False,False,0
2510,0,87,48847.09,0,17.14416,8,0,3,0,0,47.87116,140.0013,True,False,0
0,0,36,26313.52,0,8.864157,16,1,0,0,1,71.83307,140.0342,True,False,0
28877,10,33,6421.76,0,4.299047,10,1,0,0,0,65.01825,162.4827,True,False,0
336,5,60,52976.87,0,9.998484,10,1,2,0,0,70.41132,240.1149,False,True,0
6257,3,77,34584.19,0,11.07398,11,1,0,0,1,53.81882,217.4702,True,False,0
12659,1,89,40422.38,0,14.77899,13,1,0,0,1,46.88518,127.5112,False,False,0
43232,1,18,44804.66,0,13.96589,8,1,1,0,0,53.92549,182.4433,False,False,0
3730,3,28,33095.5,1,17.97393,10,3,0,1,0,63.6037,217.484,False,False,0
3443,1,63,6784.27,0,10.51892,16,3,0,0,1,60.45093,142.5007,False,False,0
343,3,86,33894.23,0,9.999709,8,1,0,0,1,59.11937,220.1185,True,False,0
11106,4,25,39874.17,0,9.717815,13,0,0,0,0,53.66352,172.4555,False,False,0
10019,2,79,35699.32,0,9.833881,11,0,1,0,0,48.99429,157.4836,False,False,0
697,0,35,37968.14,0,6.57799,12,2,1,0,0,65.15223,137.4978,False,False,0
934,0,66,87682.33,0,7.915846,10,0,0,0,1,63.20353,139.9512,False,False,0
212,1,60,74516.19,0,3.270977,12,1,0,1,1,65.06377,194.9992,False,False,1
1718,3,39,44616.27,0,12.58745,6,2,0,0,0,55.85956,79.97886,False,False,0
998,10,54,36414.61,0,10.76501,13,0,0,0,0,48.36269,159.9942,True,False,0
3560,0,65,13188.89,0,13.79256,13,0,1,0,0,58.65554,129.9598,False,False,0
852,10,53,71144.84,0,10.97654,15,1,0,0,0,56.20104,172.4624,False,False,0
9437,3,29,59802.63,0,12.50338,8,3,0,0,0,70.20428,184.961,True,False,0
18302,4,56,73435.88,0,7.175928,9,0,0,0,1,70.69395,265.147,True,False,0
8810,2,22,68459.58,0,10.70325,13,1,0,0,1,69.46066,127.482,True,False,0
39600,7,51,31086.43,0,12.39683,10,1,0,0,1,65.61564,127.4601,False,False,0
9131,4,50,47993.85,0,11.84692,15,1,1,1,0,63.80215,232.6228,True,False,0
138,2,63,39569.78,0,9.333686,14,0,1,0,0,54.07728,95.01949,False,False,0
360,3,22,11961.39,0,5.141561,9,0,2,1,0,71.11027,175.1331,True,False,0
25480,3,26,21252.51,0,11.65276,8,0,0,0,0,52.48944,134.9509,False,False,0
2074,1,30,35515.33,0,11.93453,16,0,0,0,0,57.96945,159.965,True,False,0
30378,0,52,23374.41,0,6.088392,18,0,0,0,0,69.99569,194.9581,False,False,0
49877,1,82,34832.5,0,9.8601,14,1,1,0,0,69.29186,127.4738,True,False,0
767,7,27,9842.67,0,9.188708,10,2,0,0,0,62.50474,124.9607,True,False,0
58439,2,62,81559.65,0,13.43642,12,0,0,0,0,64.94284,252.6378,False,False,0
5698,4,38,46998.02,0,10.909,11,3,0,1,0,71.31402,190.1737,False,False,0
787,0,82,37123.95,0,16.28114,10,1,0,0,0,63.56516,182.4676,True,False,0
50992,7,20,48323.96,0,11.00542,13,2,0,0,0,62.82563,147.4738,True,False,0
174,3,72,29036.18,1,14.25685,9,1,0,1,0,56.27454,200.1323,False,False,0
900,2,40,8781.96,0,10.55554,10,0,0,0,0,69.86009,222.65,False,False,0
180,1,39,80790.57,0,7.146126,14,0,0,0,1,53.02997,159.9512,False,False,0
671,1,41,25373.72,0,9.094714,14,1,0,0,1,68.28597,160.0122,True,False,0
5061,1,62,35282.1,0,5.123084,14,0,1,0,0,57.95136,129.9915,False,False,0
496,0,87,23375.25,0,12.60564,13,1,1,0,0,63.55356,207.6094,True,False,0
146,4,70,23823.89,0,10.7819,20,0,1,0,0,44.19918,167.4564,True,False,0
418,4,44,8223.75,0,13.1603,7,1,1,0,0,68.62845,92.45514,False,False,0
727,0,39,27057.94,0,4.79622,12,1,0,0,0,70.64083,127.4887,True,False,0
2683,2,68,88340.8,0,15.74457,12,0,0,0,1,54.57315,242.6143,False,False,0
204,3,87,64541.1,0,10.89199,18,0,0,0,0,71.35208,200.1323,True,False,0
689,2,20,49500.0,0,14.94346,15,1,0,0,1,53.06217,172.4885,False,False,0
352,3,49,24284.4,0,6.965337,13,2,0,0,0,68.93442,162.4676,False,False,0
4004,0,68,78575.26,0,9.753085,9,0,1,0,1,68.40649,160.0122,True,False,0
17616,1,44,37633.32,0,6.828289,13,0,0,0,1,66.64301,129.9778,True,False,0
140,0,82,5563.7,0,8.923942,12,1,0,0,0,40.62433,169.9741,True,False,0
646,3,32,29283.21,0,11.03563,12,0,1,1,0,69.35044,179.9794,False,False,0
1910,4,81,77898.38,0,10.64125,10,2,0,0,0,66.67798,262.6106,True,False,0
873,1,79,73900.03,0,10.22188,12,1,1,0,0,63.69896,114.9509,True,False,0
6912,1,72,48291.03,0,5.237975,18,0,1,0,0,66.68874,144.9607,True,False,0
9755,1,87,46680.14,0,8.064148,10,1,0,1,0,60.35977,190.127,False,False,0
5553,8,26,58434.6,0,6.928805,10,1,0,0,1,63.96748,129.995,False,False,0
53582,2,70,29061.7,0,9.686337,7,1,0,0,1,58.99154,172.4885,False,True,0
890,0,84,15550.06,0,10.35914,11,2,1,0,0,63.20516,139.9816,False,False,0
1640,1,29,10374.35,0,9.038699,14,0,0,0,1,63.84205,159.9656,False,False,0
3531,5,80,20870.24,0,10.41446,11,1,0,0,1,63.93709,129.995,False,False,0
327,1,48,47832.25,0,11.78588,12,0,1,0,0,46.41276,242.6106,False,False,0
932,3,30,27497.85,0,6.905307,11,0,0,0,0,62.06064,114.9728,True,False,0
2502,0,70,11798.33,0,6.917662,14,2,0,1,1,61.72511,117.472,True,False,1
53,1,41,36233.07,0,12.66865,9,0,0,0,0,64.90704,159.9942,False,False,0
25445,0,69,26382.57,0,13.61942,6,0,0,0,0,65.74105,127.4958,False,False,0
17909,2,28,11576.34,0,11.18246,15,0,0,0,0,56.87027,220.1323,False,False,0
5114,4,66,37276.49,0,4.12754,11,0,0,0,1,57.62165,162.4538,False,False,0
9179,3,77,25156.74,0,3.483945,15,2,0,0,0,71.09119,159.9476,False,False,0
5438,3,57,106704.4,0,7.184148,12,3,1,0,0,58.8721,157.4836,False,False,0
